load,windall,windallsigma,windnorth,windnorthsigma,windsouth,windsouthsigma
27616,4522,1711,3359,2916,1163,1205
27930,4193,1893,2925,3041,1268,1148
29975,3597,1025,2261,2119,1336,1094
32272,3630,935,2148,1917,1482,1186
34364,4029,1049,2246,2790,1783,1741
36179,3053,942,1654,1216,1399,1141
37990,3043,943,1674,1105,1369,1190
39500,3047,926,1719,1210,1328,1239
40794,2821,882,1639,1036,1182,1040
41883,3182,920,2034,1271,1148,1057
42630,3583,937,2512,1623,1071,994
42688,4072,1221,2962,2220,1110,999
41859,4205,1148,3208,2031,997,883
40782,4706,1625,3640,2518,1066,893
41300,5331,2272,4170,3351,1161,1079
40361,5374,2367,4230,3379,1144,1012
37686,5555,3031,4127,4240,1428,1209
34329,4896,2029,3514,3170,1382,1141
31815,5085,1768,3795,2911,1290,1143
30186,5928,3209,4291,4640,1637,1431
29145,5074,2253,3636,3642,1438,1389
28738,4270,1541,3128,2540,1142,999
28998,4299,1535,3276,2369,1023,834
30822,5043,2570,3948,3639,1095,1069
34165,4464,2087,3496,2898,968,811
35422,4510,2103,3523,2973,987,870
36245,4312,1744,3377,2545,935,801
37666,4459,1724,3478,2521,981,797
39351,4804,2003,3701,3051,1103,1048
40961,4378,1756,3154,2658,1224,902
42493,4137,1396,2703,2739,1434,1343
43646,3206,939,1960,1459,1246,1060
44732,3051,948,1917,1082,1134,907
45939,3471,947,2342,1272,1129,953
46749,4291,971,3056,2051,1235,1080
46563,4834,1349,3582,2382,1252,1033
45332,6106,2671,4490,3988,1616,1317
44100,6950,3775,5251,5380,1699,1605
44410,6848,4143,5193,5558,1655,1415
42851,6178,3064,4865,4274,1313,1210
39476,6417,3327,4980,4405,1437,1078
35357,7089,4263,5693,5714,1396,1451
32274,6393,3589,5232,4633,1161,1044
30465,6350,4097,5194,5195,1156,1098
29243,6280,4295,5403,5368,877,1073
28552,5787,4164,4963,4898,824,734
28681,5619,3211,4428,3895,1191,684
30362,6679,3929,5030,5119,1649,1190
33855,6962,3715,5508,5241,1454,1526
34851,6774,4241,5610,5501,1164,1260
35550,6653,4454,5482,5385,1171,931
36909,6701,4139,5377,5197,1324,1058
38707,6955,4141,5565,5410,1390,1269
40953,6526,3470,5231,4635,1295,1165
42688,6180,3212,4884,4360,1296,1148
44416,5655,2671,4318,3769,1337,1098
45726,5286,2058,3963,3169,1323,1111
46825,5282,1892,3927,3040,1355,1148
47446,5505,1906,4208,3069,1297,1163
47024,5988,2378,4690,3498,1298,1120
46013,6611,3184,5213,4401,1398,1217
44642,7149,4032,5682,5319,1467,1287
44490,7635,5009,6113,6361,1522,1352
43205,7720,5390,6245,6701,1475,1311
39676,7788,5885,6290,7164,1498,1279
35486,7788,6160,6255,7443,1533,1283
32757,7581,5923,6154,7200,1427,1277
30779,7267,5389,6000,6478,1267,1089
29625,6970,4931,5795,5923,1175,992
28955,6721,4631,5620,5561,1101,930
29029,6307,4096,5302,4953,1005,857
30680,6097,3914,5145,4720,952,806
33859,5981,4082,5074,4865,907,783
34838,5432,3395,4665,4070,767,675
35721,5222,3254,4492,3845,730,591
37573,4860,2469,4071,2939,789,470
39425,5729,3517,4729,4312,1000,795
40929,5028,2932,4066,3738,962,806
42411,4096,2112,3169,2837,927,725
44125,3366,1438,2402,2123,964,685
45776,2963,922,2008,1652,955,730
47407,2754,892,1893,1282,861,639
48860,3012,928,2141,1349,871,627
49168,3476,947,2582,1579,894,658
48307,4188,1401,3253,2130,935,729
46606,4931,2074,3973,2865,958,791
46235,5646,3234,4778,4159,868,925
44612,5655,3406,4783,4038,872,632
40801,6326,4065,5353,4858,973,793
36573,6895,5177,5742,6125,1153,948
33483,7214,5943,6028,7022,1186,1079
31445,6367,4768,5249,5712,1118,944
29870,5323,3622,4289,4609,1034,987
29056,4348,2784,3310,3628,1038,844
29080,3654,1724,2738,2446,916,722
30734,3752,2094,2786,2954,966,860
33944,3349,1744,2569,2395,780,651
35337,3162,1484,2563,2062,599,578
36609,2965,1501,2469,1891,496,390
38641,2788,1142,2238,1393,550,251
40990,3294,1562,2538,2099,756,537
43310,2912,1424,2056,2125,856,701
45793,2019,795,1266,1066,753,578
48374,1705,739,932,752,773,534
50587,1575,734,754,525,821,620
52321,1526,731,703,387,823,570
53440,1871,824,879,607,992,786
53159,2134,882,1053,845,1081,889
51321,2425,912,1500,961,925,752
48829,2981,948,2287,1030,694,518
48283,4930,2381,4017,3177,913,796
46374,5375,2796,4462,3499,913,703
42420,5920,3952,4900,4773,1020,821
38016,5275,3081,4340,3829,935,748
34710,5355,3199,4354,3984,1001,785
32560,5292,3412,4428,4369,864,957
31048,4717,3280,3940,3974,777,694
30134,4277,2399,3574,2904,703,505
30033,4753,3445,4107,4236,646,791
31523,3996,2637,3435,3075,561,438
34610,3899,2351,3276,2779,623,428
35773,4086,2404,3427,2960,659,556
37022,3960,2208,3340,2772,620,564
39136,3751,1711,3088,2103,663,392
41671,4296,2029,3496,2603,800,574
44121,4412,2412,3461,3142,951,730
46473,3680,1931,2793,2772,887,841
48874,2641,1064,1940,1688,701,624
51082,2096,895,1559,871,537,384
52892,2343,907,1740,919,603,347
54029,3155,970,2348,1571,807,601
53728,3565,1120,2630,1791,935,671
51334,4021,1519,3000,2475,1021,956
48807,3791,1564,2787,2448,1004,884
47622,3712,1482,2817,2320,895,838
45493,3935,1535,3119,2251,816,716
41864,4765,2093,3795,2791,970,698
38174,5830,2881,4644,3812,1186,931
34881,6368,3584,5189,4699,1179,1115
32744,6276,3876,5201,4881,1075,1005
31226,5837,3404,4791,4182,1046,778
30087,6138,3790,5063,4761,1075,971
29454,6133,4087,5078,5012,1055,925
29679,5882,3722,4788,4535,1094,813
30381,5746,3127,4763,4010,983,883
31252,5798,3258,4788,4087,1010,829
33670,5812,3210,4805,4074,1007,864
36774,5402,2580,4290,3327,1112,747
39855,5847,3239,4439,4458,1408,1219
43064,4508,1993,3171,3125,1337,1132
45674,3443,1008,2268,2127,1175,1119
48063,2667,908,1524,1396,1143,952
50093,2235,881,1054,840,1181,917
51484,2133,822,1008,604,1125,948
52060,2371,860,1208,748,1163,1006
51603,2648,898,1427,1002,1221,1060
49971,2958,919,1677,1371,1281,1212
47630,3226,931,1863,1718,1363,1255
46688,3588,951,2247,1788,1341,1065
45007,4301,999,2880,2032,1421,1033
41931,5560,1896,4044,3317,1516,1421
38829,6009,2893,4568,4249,1441,1356
35882,5901,2853,4642,3942,1259,1089
33647,6297,3751,4976,4966,1321,1215
31794,5798,3184,4663,4201,1135,1017
30537,5758,3241,4696,4177,1062,936
29661,5716,3448,4706,4381,1010,933
29514,5381,3035,4423,3770,958,735
29725,5862,3485,4915,4328,947,843
29925,5667,3327,4565,4059,1102,732
31665,5335,2597,4393,3500,942,903
33676,4901,2545,4232,3259,669,714
35773,4666,2511,3772,2968,894,457
37858,4865,2193,3616,3008,1249,815
40163,4691,1871,3342,3325,1349,1454
42500,3170,936,2182,1850,988,1047
44375,2228,920,1286,924,942,631
45920,2045,913,937,651,1108,916
47200,1834,905,797,363,1037,923
47627,1777,902,866,373,911,835
46548,1945,904,985,632,960,919
44891,2127,926,1150,1073,977,1020
44507,2237,904,1555,1078,682,704
43123,2552,928,2030,1219,522,439
39873,3214,1166,2648,1473,566,307
35902,4323,2025,3709,2554,614,529
32743,4651,3067,3912,3687,739,620
30879,3952,2357,3234,3066,718,709
29668,3334,1564,2491,2219,843,655
29000,3222,1290,2391,2026,831,736
29155,3276,1761,2524,2641,752,880
30752,2969,2052,2612,2786,357,734
33824,2591,1976,2264,2276,327,300
35155,2579,1741,2214,2086,365,345
36768,2540,1402,2123,1723,417,321
39112,2569,1348,2104,1704,465,356
41759,2440,1041,1976,1357,464,316
44375,2554,1010,2045,1324,509,314
46811,2892,994,2360,1393,532,399
49515,3500,1242,2895,1736,605,494
51512,4251,2181,3343,2954,908,773
52766,3785,2175,3001,3087,784,912
53049,2957,942,2343,1249,614,321
51797,4261,1808,3265,2439,996,631
49336,5036,3090,3966,4369,1070,1279
46985,4044,1806,3079,2897,965,1091
45823,3468,1932,2549,2820,919,888
43172,2863,1255,2296,1895,567,640
39092,2859,1402,2336,1750,523,348
35009,3031,1457,2554,1831,477,374
31822,3510,1833,3030,2188,480,355
29881,4106,2246,3384,2579,722,333
28722,5100,3468,4028,4286,1072,818
27704,4550,4378,3535,5489,1015,1111
27771,2464,930,1996,1044,468,305
29313,3338,1563,2749,1921,589,358
32342,3776,2687,2952,3243,824,556
33405,3300,3638,2660,4783,640,1145
34075,1708,892,1493,817,215,143
35283,2128,920,1752,1065,376,145
36630,2798,1493,2063,1840,735,347
37778,3167,1980,2549,2930,618,950
38537,2224,1400,1675,1775,549,375
39174,2034,913,1380,1095,654,409
39372,2350,934,1626,898,724,426
39369,3214,997,2176,1856,1038,859
38798,3077,926,1932,1576,1145,733
37737,3279,943,2105,1624,1174,939
36598,3041,942,2042,1586,999,922
36258,2502,931,1581,1568,921,667
37154,1839,906,1131,981,708,615
36464,1260,798,730,590,530,383
33828,970,557,526,347,444,210
30510,874,551,499,300,375,251
28160,788,260,467,181,321,79
26817,1141,707,632,423,509,320
25938,1090,502,701,247,389,255
25581,1179,738,776,581,403,340
25897,867,337,451,186,416,151
27577,810,312,283,56,527,256
30731,850,479,203,41,647,438
31772,784,525,241,16,543,541
32539,567,250,187,7,380,243
33973,534,192,164,9,370,183
35719,476,179,290,22,186,157
37224,538,70,394,16,144,54
38727,566,63,415,40,151,23
40400,445,66,307,17,138,49
41856,462,83,268,14,194,69
43044,623,218,265,40,358,178
44016,833,451,285,112,548,339
44127,886,636,439,204,447,493
43088,892,479,556,286,336,193
41458,1044,546,735,416,309,130
41122,1189,545,888,464,301,81
39783,1470,689,1161,553,309,136
36425,1997,938,1673,1166,324,233
32502,2085,970,1651,1120,434,150
29509,2453,1102,2161,1439,292,337
27736,2546,1615,2257,1777,289,162
26509,2590,1759,2205,1953,385,194
25985,2514,1434,2143,1713,371,279
26104,2331,1110,2020,1312,311,202
27609,2544,1292,2213,1467,331,175
30681,2659,1308,1815,1474,844,166
31867,2786,924,1932,1376,854,801
33106,2429,909,1654,1462,775,752
34902,1986,938,1148,933,838,483
36527,2212,929,1266,720,946,619
37528,2978,934,1451,1626,1527,1237
38312,2824,937,1260,1251,1564,1219
38881,2750,913,1351,1015,1399,1179
38974,2569,860,1582,577,987,769
38949,3606,894,2109,1866,1497,1307
39097,3188,891,1972,1304,1216,1197
38852,2996,888,1916,1084,1080,833
38033,3447,881,1482,2385,1965,1526
37520,2507,891,963,818,1544,1559
38304,2118,821,842,656,1276,1118
37521,1861,668,676,644,1185,1027
34957,1666,687,868,558,798,1222
31720,1283,681,956,576,327,609
29374,1142,661,685,895,457,354
27916,776,520,630,577,146,352
26699,471,78,212,61,259,17
25916,660,425,344,87,316,365
25944,564,187,339,67,225,120
27467,514,145,243,82,271,63
30613,538,369,433,83,105,286
31674,372,79,342,53,30,26
32361,341,134,333,133,8,1
33612,321,166,315,135,6,31
35116,299,113,275,79,24,34
36469,271,56,256,54,15,2
37541,257,33,240,30,17,3
38814,313,63,302,46,11,17
39818,351,50,253,23,98,27
40506,462,94,312,37,150,57
40892,768,374,532,146,236,228
40579,935,353,671,218,264,135
39183,1374,594,1073,397,301,197
37754,1868,922,1433,1091,435,338
37446,1671,926,1283,730,388,290
36411,1679,888,1164,871,515,270
34271,1681,881,1174,574,507,307
31456,2064,933,1451,812,613,384
29085,2525,932,1796,1475,729,543
27509,2413,1086,1873,1655,540,569
26412,1884,971,1473,1243,411,272
25703,1450,731,1231,593,219,138
25494,1362,681,1142,605,220,76
25819,1334,598,1128,493,206,105
26661,1445,638,1200,537,245,101
27458,1658,853,1361,873,297,194
29340,1539,848,1322,682,217,166
31326,1538,851,1318,805,220,112
32968,1496,868,1239,776,257,112
34254,1482,867,1197,697,285,170
35188,1496,857,1177,825,319,248
35986,1261,585,936,452,325,133
36575,1303,591,910,417,393,174
37102,1400,669,996,437,404,232
37444,1439,677,940,470,499,207
37122,1500,876,983,533,517,356
36407,1305,632,845,381,460,251
35309,1305,671,858,409,447,262
35537,1285,745,878,503,407,242
34915,1191,563,852,404,339,159
33122,1329,793,1008,623,321,170
30721,1109,602,847,462,262,140
28257,928,435,605,322,323,113
26526,913,509,550,261,363,248
25371,857,536,447,294,410,242
24630,746,299,337,157,409,142
24239,735,491,266,177,469,314
24239,636,350,243,100,393,250
24322,535,206,247,72,288,134
24924,537,267,271,94,266,173
27164,451,256,138,112,313,144
29341,376,102,136,12,240,90
31202,422,79,264,18,158,61
32784,543,64,361,34,182,30
34308,531,66,359,31,172,35
35539,417,57,299,38,118,19
36641,497,134,353,94,144,40
37730,610,269,400,189,210,80
38559,695,342,509,236,186,106
38976,799,365,645,266,154,99
38555,1018,529,864,421,154,108
37497,1356,866,1143,759,213,116
37432,1557,1168,1284,1297,273,129
36940,1370,829,1135,710,235,128
34249,1588,891,1237,955,351,162
30628,1513,836,1240,774,273,165
27884,1580,1085,1218,1241,362,156
26163,1199,684,834,868,365,184
25189,1039,681,773,551,266,196
24727,828,382,713,327,115,55
24996,1000,787,904,895,96,108
26624,818,424,795,387,23,37
29525,838,351,783,350,55,1
31137,1061,775,932,791,129,16
32470,745,762,655,770,90,8
34431,340,66,328,65,12,1
36616,445,114,383,113,62,1
38424,581,155,383,151,198,4
40068,594,81,453,42,141,39
41680,871,292,644,199,227,93
42849,982,267,824,163,158,104
43867,1403,858,1183,698,220,160
44372,1338,733,1088,590,250,143
43911,1312,668,938,522,374,146
42497,1378,866,847,564,531,370
40928,1429,871,690,737,739,623
40832,1264,877,607,388,657,684
39421,992,645,511,185,481,460
35843,907,449,531,141,376,308
31956,1032,565,674,261,358,304
29086,1031,658,760,337,271,321
27445,858,334,623,196,235,138
26343,831,393,584,131,247,262
25823,806,160,477,92,329,68
25970,1143,458,771,177,372,281
27625,1210,611,851,299,359,312
30780,997,371,669,183,328,188
31940,887,379,681,112,206,267
32596,666,166,483,94,183,72
33823,465,30,288,14,177,16
35295,321,27,143,2,178,25
35950,354,40,134,1,220,39
36722,355,37,214,1,141,36
37740,335,29,200,1,135,28
38628,329,20,77,5,252,15
39311,517,418,147,2,370,420
40115,436,175,86,8,350,167
39960,475,236,109,1,366,235
39281,462,304,129,1,333,303
38453,329,122,61,4,268,118
38472,313,144,165,1,148,143
37706,317,2,300,1,17,1
34648,460,63,398,62,62,1
30955,651,134,474,132,177,2
28222,966,268,739,214,227,54
26530,1505,815,1186,657,319,158
25534,1846,885,1497,969,349,204
25233,1872,908,1553,949,319,174
25446,2152,988,1805,1193,347,205
26968,2415,1217,2037,1470,378,253
29934,2557,1659,2188,1976,369,317
31189,2119,1413,1867,1593,252,180
32275,1598,992,1413,1058,185,66
33967,1224,776,992,760,232,68
36162,792,169,563,135,229,34
38340,812,256,517,150,295,106
40246,597,323,292,128,305,195
42196,216,40,47,8,169,32
44045,164,15,27,1,137,14
45816,177,24,22,1,155,23
47067,232,87,30,1,202,86
47267,292,111,52,1,240,110
46064,430,117,124,1,306,116
44108,684,231,392,108,292,123
42827,884,270,766,248,118,22
41169,1280,609,1198,576,82,33
37452,1821,965,1624,1043,197,78
33176,2389,1197,2099,1366,290,169
29972,3023,1799,2706,2097,317,298
27980,3177,2059,2822,2318,355,259
26714,3244,1876,2876,2122,368,246
26038,3575,2174,3233,2473,342,299
26053,3740,2860,3445,3156,295,296
27572,3318,2494,3097,2700,221,206
30428,3091,2034,2834,2172,257,138
31735,3105,1980,2857,2151,248,171
33196,2964,2437,2777,2641,187,204
35396,2145,1321,2018,1388,127,67
37999,1927,948,1827,994,100,46
40457,2118,1424,2005,1476,113,52
42716,1844,963,1758,1005,86,42
45157,2071,1185,1920,1232,151,47
47209,2288,1218,2024,1316,264,98
48846,2569,1348,2246,1540,323,192
49940,2836,1527,2452,1752,384,225
49728,3156,1728,2662,2002,494,274
48134,3543,1876,3000,2267,543,391
45826,4066,2413,3482,2895,584,482
44645,4559,3167,3930,3726,629,559
43063,4610,2537,3965,2958,645,421
39157,5661,3524,4857,4132,804,608
34996,6085,4021,5135,4707,950,686
31809,6535,4668,5505,5456,1030,788
29667,6988,5776,5906,6660,1082,884
28328,6868,5755,5705,6608,1163,853
27486,6978,6067,5740,7046,1238,979
27398,6930,6033,5708,7034,1222,1001
28800,6863,5659,5722,6601,1141,942
31496,6769,5065,5761,5927,1008,862
32882,6627,4774,5686,5558,941,784
34623,6515,4631,5644,5400,871,769
36921,6267,4165,5391,4838,876,673
39544,6266,3912,5404,4595,862,683
41761,6474,4190,5556,4919,918,729
43788,6467,4327,5485,5104,982,777
45722,6312,3974,5317,4746,995,772
47435,6373,3929,5330,4749,1043,820
48818,6495,3994,5408,4851,1087,857
49612,6774,4259,5585,5208,1189,949
49179,6896,4228,5628,5234,1268,1006
47188,7187,4523,5825,5662,1362,1139
44563,7454,5026,6045,6279,1409,1253
42998,7489,5338,5991,6595,1498,1257
41793,7335,4601,5971,5786,1364,1185
38799,7631,5123,6167,6362,1464,1239
35510,7978,5704,6420,7024,1558,1320
32495,8004,5872,6382,7230,1622,1358
30409,8006,5912,6439,7286,1567,1374
28952,7812,5755,6270,7019,1542,1264
28019,7736,5819,6184,7126,1552,1307
27524,7417,5529,5944,6759,1473,1230
27688,7223,5308,5788,6452,1435,1144
28136,6753,4361,5538,5382,1215,1021
29149,6827,4719,5705,5678,1122,959
31612,6415,4183,5424,4994,991,811
34521,6184,3650,5118,4359,1066,709
37531,6087,3348,5035,4178,1052,830
39874,5864,3542,4755,4438,1109,896
41744,5013,2900,3927,3836,1086,936
43278,4028,1964,2912,2821,1116,857
44860,3323,1044,2237,1854,1086,810
46059,3279,920,2222,1748,1057,905
46905,3431,1034,2370,1910,1061,876
46731,3662,1080,2596,1890,1066,810
45501,4198,1287,3178,2158,1020,871
43466,5086,2183,4025,3170,1061,987
42224,5754,3117,4642,4136,1112,1019
41045,6004,3026,4924,3944,1080,918
38355,6754,3839,5561,4884,1193,1045
35373,7196,4527,5931,5644,1265,1117
32319,7018,4627,5711,5739,1307,1112
30286,6695,4091,5453,5104,1242,1013
28787,6474,3913,5160,4868,1314,955
27732,6167,3574,4933,4590,1234,1016
26945,5777,3848,4477,4831,1300,983
26668,4353,2613,3120,3534,1233,921
26496,3272,1898,2697,2757,575,859
27169,2210,1818,1779,2075,431,257
29882,1599,776,1217,932,382,156
33127,1674,838,1276,795,398,197
36093,1777,896,1338,1079,439,338
38850,1373,864,989,701,384,229
41255,1112,513,756,341,356,172
43398,1021,356,678,206,343,150
45080,1368,660,912,370,456,290
46406,1571,800,1094,482,477,318
47277,1754,891,1285,573,469,318
47455,2096,948,1556,927,540,358
46772,2249,950,1650,1091,599,388
44908,2331,952,1739,1193,592,411
44042,2508,1059,1918,1510,590,451
42616,2480,1015,1942,1371,538,356
39017,2737,1165,2187,1514,550,349
34805,3048,1585,2486,1987,562,402
31563,2913,1418,2440,1729,473,311
29428,2821,1413,2332,1653,489,240
28125,2747,1341,2282,1682,465,341
27459,2387,1158,1990,1413,397,255
27594,2106,1059,1830,1284,276,225
29177,1785,909,1647,1014,138,105
31894,1639,1079,1561,1103,78,24
33291,1375,903,1322,911,53,8
35081,1180,907,1156,908,24,1
37436,956,573,919,574,37,1
40340,941,671,929,672,12,1
43187,841,870,814,871,27,1
45744,700,498,662,492,38,6
48131,650,272,586,269,64,3
49937,791,342,669,325,122,17
51490,961,420,781,371,180,49
52332,1145,731,885,605,260,131
52301,1179,754,916,608,263,146
50943,1152,709,939,550,213,159
48872,1216,756,997,655,219,101
47557,1405,862,1103,878,302,96
45611,1498,894,1235,763,263,131
41384,1834,1013,1612,1163,222,150
36761,2203,1482,1943,1608,260,126
33215,2526,1601,2261,1766,265,165
30896,2885,1818,2544,1990,341,172
29387,3314,2242,2888,2552,426,310
28437,3150,2174,2698,2472,452,298
28312,2804,2094,2433,2402,371,308
29715,2289,1434,1896,1586,393,152
32325,2557,1464,2160,1680,397,216
33750,2730,1315,2292,1566,438,251
35359,2961,1419,2649,1667,312,248
37742,3038,1413,2662,1561,376,148
40502,3959,3027,3650,3440,309,413
43333,2843,1878,2657,1950,186,72
46271,2702,1639,2483,1712,219,73
49153,2925,1800,2647,1956,278,156
51488,3058,1703,2639,1902,419,199
53427,3233,1444,2661,1731,572,287
54546,3767,1556,3021,2051,746,495
54301,4173,1817,3339,2473,834,656
52756,4343,2164,3371,2938,972,774
50576,4150,1799,3191,2563,959,764
49086,4589,2213,3434,3145,1155,932
47333,4873,1964,3757,2879,1116,915
43105,5850,2806,4560,3842,1290,1036
38407,6735,3667,5274,4850,1461,1183
34930,7330,4467,5703,5829,1627,1362
32542,7104,4240,5471,5452,1633,1212
31017,7780,5152,5945,6723,1835,1571
30005,7514,5041,5772,6600,1742,1559
